Invoice ID,City,Product line,Unit price,Quantity,Sales,Date,Time
749-81-8133,Berlin,Fashion accessories,94.67,4,397.614,3/11/2019,12:04:00 PM
777-67-2495,Paris,Home and lifestyle,68.97,3,217.2555,2/22/2019,11:26:00 AM
636-98-3364,Paris,Electronic accessories,26.26,3,82.719,3/2/2019,12:36:00 PM
246-55-6923,Madrid,Home and lifestyle,35.79,9,338.2155,3/10/2019,3:06:00 PM
181-82-6255,Paris,Home and lifestyle,16.37,6,103.131,2/8/2019,10:58:00 AM
838-02-1821,Madrid,Home and lifestyle,12.73,2,26.733,2/22/2019,12:10:00 PM
887-42-0517,Madrid,Sports and travel,83.14,7,611.079,1/10/2019,10:31:00 AM
457-12-0244,Madrid,Sports and travel,35.22,6,221.886,3/14/2019,1:49:00 PM
226-34-0034,Paris,Electronic accessories,13.78,4,57.876,1/10/2019,11:10:00 AM
321-49-7382,Paris,Sports and travel,88.31,1,92.7255,2/15/2019,5:38:00 PM
397-25-8725,Berlin,Health and beauty,39.62,9,374.409,1/13/2019,5:54:00 PM
431-66-2305,Paris,Electronic accessories,88.25,9,833.9625,2/15/2019,8:51:00 PM
825-94-5922,Paris,Sports and travel,25.31,2,53.151,3/2/2019,7:26:00 PM
641-62-7288,Paris,Home and lifestyle,99.92,6,629.496,3/24/2019,1:33:00 PM
756-93-1854,Madrid,Fashion accessories,83.35,2,175.035,2/2/2019,2:05:00 PM
243-55-8457,Berlin,Food and beverages,74.44,10,781.62,2/27/2019,11:40:00 AM
458-10-8612,Madrid,Health and beauty,64.08,7,470.988,1/20/2019,12:27:00 PM
501-61-1753,Paris,Home and lifestyle,63.15,6,397.845,1/3/2019,8:24:00 PM
235-06-8510,Madrid,Home and lifestyle,85.72,3,270.018,1/24/2019,8:59:00 PM
433-08-7822,Madrid,Health and beauty,78.89,7,579.8415,1/5/2019,7:48:00 PM
361-85-2571,Berlin,Sports and travel,89.48,5,469.77,3/30/2019,10:18:00 AM
131-70-8179,Berlin,Health and beauty,92.09,3,290.0835,2/17/2019,4:27:00 PM
500-02-2261,Madrid,Food and beverages,57.29,6,360.927,3/21/2019,5:04:00 PM
720-72-2436,Berlin,Food and beverages,66.52,4,279.384,3/2/2019,6:14:00 PM
702-83-5291,Madrid,Fashion accessories,99.82,9,943.299,3/27/2019,10:43:00 AM
809-69-9497,Berlin,Home and lifestyle,45.68,10,479.64,1/19/2019,7:30:00 PM
449-16-6770,Berlin,Health and beauty,50.79,5,266.6475,2/19/2019,2:53:00 PM
333-23-2632,Berlin,Health and beauty,10.08,7,74.088,3/28/2019,8:14:00 PM
489-82-1237,Berlin,Electronic accessories,93.88,7,690.018,1/5/2019,11:51:00 AM
859-97-6048,Madrid,Electronic accessories,84.25,2,176.925,3/26/2019,2:13:00 PM
676-10-2200,Paris,Fashion accessories,53.78,1,56.469,2/3/2019,8:13:00 PM
373-88-1424,Madrid,Home and lifestyle,35.81,5,188.0025,2/6/2019,6:44:00 PM
365-16-4334,Paris,Food and beverages,26.43,8,222.012,2/24/2019,2:26:00 PM
503-21-4385,Paris,Health and beauty,39.91,3,125.7165,2/21/2019,12:40:00 PM
305-89-2768,Paris,Home and lifestyle,21.9,3,68.985,1/9/2019,6:43:00 PM
574-80-1489,Paris,Food and beverages,62.85,4,263.97,2/25/2019,1:22:00 PM
784-08-0310,Madrid,Food and beverages,21.04,4,88.368,1/13/2019,1:58:00 PM
200-40-6154,Paris,Home and lifestyle,65.91,6,415.233,2/9/2019,11:45:00 AM
846-10-0341,Berlin,Fashion accessories,42.57,7,312.8895,1/6/2019,11:51:00 AM
577-34-7579,Madrid,Food and beverages,50.49,9,477.1305,1/10/2019,5:16:00 PM
430-02-3888,Paris,Electronic accessories,46.02,6,289.926,2/7/2019,3:55:00 PM
867-47-1948,Madrid,Home and lifestyle,15.8,10,165.9,1/9/2019,12:07:00 PM
384-59-6655,Berlin,Food and beverages,98.66,9,932.337,2/19/2019,3:07:00 PM
256-58-3609,Madrid,Fashion accessories,91.98,1,96.579,3/18/2019,3:29:00 PM
324-92-3863,Berlin,Electronic accessories,20.89,2,43.869,2/5/2019,6:45:00 PM
593-08-5916,Berlin,Fashion accessories,15.5,1,16.275,3/19/2019,3:23:00 PM
364-34-2972,Madrid,Electronic accessories,96.82,3,304.983,3/30/2019,8:37:00 PM
794-42-3736,Paris,Food and beverages,33.33,2,69.993,1/26/2019,2:41:00 PM
172-42-8274,Paris,Electronic accessories,38.27,2,80.367,3/2/2019,6:18:00 PM
558-60-5016,Berlin,Home and lifestyle,33.3,9,314.685,3/4/2019,3:27:00 PM
195-06-0432,Berlin,Home and lifestyle,81.01,3,255.1815,1/13/2019,12:55:00 PM
605-03-2706,Berlin,Health and beauty,15.8,3,49.77,3/25/2019,6:02:00 PM
214-30-2776,Paris,Electronic accessories,34.49,5,181.0725,3/11/2019,7:44:00 PM
746-04-1077,Paris,Food and beverages,84.63,10,888.615,1/1/2019,11:36:00 AM
448-34-8700,Paris,Home and lifestyle,36.91,7,271.2885,2/10/2019,1:51:00 PM
452-04-8808,Paris,Electronic accessories,87.08,7,640.038,1/26/2019,3:17:00 PM
531-56-4728,Berlin,Home and lifestyle,80.08,3,252.252,2/11/2019,3:29:00 PM
744-82-9138,Madrid,Fashion accessories,86.13,2,180.873,2/7/2019,5:59:00 PM
883-69-1285,Paris,Fashion accessories,49.92,2,104.832,3/6/2019,11:55:00 AM
221-25-5073,Berlin,Food and beverages,74.66,4,313.572,3/4/2019,10:39:00 AM
518-71-6847,Paris,Food and beverages,26.6,6,167.58,2/26/2019,3:10:00 PM
156-20-0370,Paris,Electronic accessories,25.45,1,26.7225,3/10/2019,6:10:00 PM
151-33-7434,Paris,Food and beverages,67.77,1,71.1585,2/4/2019,8:43:00 PM
728-47-9078,Madrid,Food and beverages,59.59,4,250.278,1/19/2019,12:46:00 PM
809-46-1866,Berlin,Health and beauty,58.15,4,244.23,1/23/2019,5:44:00 PM
139-32-4183,Berlin,Sports and travel,97.48,9,921.186,3/14/2019,2:19:00 PM
148-41-7930,Madrid,Health and beauty,99.96,7,734.706,1/23/2019,10:33:00 AM
189-40-5216,Madrid,Electronic accessories,96.37,7,708.3195,1/9/2019,11:40:00 AM
374-38-5555,Paris,Fashion accessories,63.71,5,334.4775,2/7/2019,7:30:00 PM
764-44-8999,Paris,Health and beauty,14.76,2,30.996,2/18/2019,2:42:00 PM
552-44-5977,Paris,Health and beauty,62,8,520.8,1/3/2019,7:08:00 PM
267-62-7380,Madrid,Electronic accessories,82.34,10,864.57,3/29/2019,7:12:00 PM
430-53-4718,Paris,Health and beauty,75.37,8,633.108,1/28/2019,3:46:00 PM
886-18-2897,Berlin,Food and beverages,56.56,5,296.94,3/22/2019,7:06:00 PM
602-16-6955,Paris,Sports and travel,76.6,10,804.3,1/24/2019,6:10:00 PM
745-74-0715,Berlin,Electronic accessories,58.03,2,121.863,3/10/2019,8:46:00 PM
690-01-6631,Paris,Fashion accessories,17.49,10,183.645,2/22/2019,6:35:00 PM
652-49-6720,Madrid,Electronic accessories,60.95,1,63.9975,2/18/2019,11:40:00 AM
233-67-5758,Madrid,Health and beauty,40.35,1,42.3675,1/29/2019,1:46:00 PM
303-96-2227,Paris,Home and lifestyle,97.38,10,1022.49,3/2/2019,5:16:00 PM
727-02-1313,Berlin,Food and beverages,31.84,1,33.432,2/9/2019,1:22:00 PM
347-56-2442,Berlin,Home and lifestyle,65.82,1,69.111,2/22/2019,3:33:00 PM
849-09-3807,Berlin,Fashion accessories,88.34,7,649.299,2/18/2019,1:28:00 PM
